Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_label,sentiment_score,PIX,Login/Autenticação,Performance,Interface/Usabilidade,Empréstimos/Crédito,Pagamentos/Boletos,Saldo/Extrato,Atendimento,Cadastro/Conta,Investimentos,Segurança,Notificações,Questões geográficas,Placas/Veículos,Outros
Nao indico nem pro meu pior inimigo",1,,,19/11/2025 09:03,,,25.9.5,negative,0.7181044220924377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,613365711,joaopauloback,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13417182388,"Últimos dias o app é extremamente lento e fica travado na página aguardando, impossibilitando de realizar movimentos.",1,,,19/11/2025 08:59,,,25.9.5,negative,0.8538039922714233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164,613365711,Dud@20,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13417091150,"Pior instituição financeira, aplicativo fica saindo sozinho, carrega por minutos… e quando você quer apagar sua conta na instituição? Fica enrolando um monte para não apagar, Nubank é muito melhor",1,,,19/11/2025 08:30,,,25.9.5,negative,0.8747982382774353,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
165,613365711,Ruim e lento,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13417091069,"O aplicativo vem ficando cada vez mais lento e com um layout difícil de usar,os menos entendidos como minha mãe sofre pra fazer as coisas",1,,,19/11/2025 08:30,,,25.9.5,negative,0.9244477152824402,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
166,613365711,PopeyeRods,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13417061594,"Rapaz, o que voces fizeram com o app? Nem pix funciona mais, demora pra abrir, demora pra mudar de tela, telas horriveis e ui nada amigavel. Quem aprovou isso?",1,,,19/11/2025 08:20,,,25.9.5,negative,0.9360792636871338,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
167,613365711,Entrega C&A,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13417049601,"Constante instabilidade do aplicativo. Sempre no momento que preciso usar, o sistema no corresponde.",1,,,19/11/2025 08:16,,,25.9.5,negative,0.8036174178123474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,613365711,eliezer bds,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13416994234,"Péssimo , não conclua os pix ,, app é uma lesma .. voltar para o Itaú .",1,,,19/11/2025 07:59,,,25.9.5,negative,0.935462236404419,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
169,613365711,collibr,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13416453372,O aplicativo ficou muito pior com a nova atualização,1,,,19/11/2025 05:11,,,25.9.5,negative,0.9040873646736144,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
170,613365711,sacoimbra,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13414826247,"Não abre direito, quando abre, com a nova atualização",1,,,18/11/2025 17:29,,,25.9.5,negative,0.5409606099128723,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
171,613365711,troppoallegra,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13413427690,"Até o mês passado funcionava, mas agora nem abre. Não consigo ver minha conta ou enviar pix, nada ! 
Como uma cliente que mora fora do país, preciso que o aplicativo funcione, não tenho outro jeito. Outra coisa: por favor, não me peçam cpf ou conta, ou screen shot. É uma vergonha que vcs não saibam do que todo mundo está reclamando.
NÃO ME PEÇAM CPF OU CONTA, SIMPLESMENTE ARRUMEM O APP",1,,,18/11/2025 16:45,,,25.9.5,negative,0.9312200546264648,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
172,613365711,Alexb54311,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13413626451,O app parou de abrir após a ultima atualização.,1,,,18/11/2025 09:48,,,25.9.5,negative,0.5792103409767151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,613365711,Bekamielo,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13412999406,"O app tá bem bonito, mais concentrado e mais intuitivo. 
Sinto falta de poder alterar o nome e categorizar os estabelecimentos que passamos o cartão, assim como faço no Nubank. Pra assim ter mais controle sobre as compras. 
Outra melhora significativa era eliminar o uso do app Way para concentrar tudo num app só e a velocidade do app que ainda é bem lenta.",4,,,18/11/2025 06:34,,,25.9.5,negative,0.6483275890350342,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
175,613365711,Elisabete C G Lima,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13412961128,Desde que obrigaram a fazer reconhecimento facial ele não dá certo e o APP não funciona. Na agência presencialmente ninguém resolve e por telefone também não. Vou trocar de banco,1,,,18/11/2025 06:23,,,25.9.5,negative,0.839658796787262,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
176,613365711,raclamacao,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13412755376,"Aplicativo ruim da peste, não entra pra fazer o login passa e hora carregando e sair sozinho",1,,,18/11/2025 05:23,,,25.9.5,negative,0.9397500157356262,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
177,613365711,Craru Flequis,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13411269521,Fizerem modificações sem qlqr aviso. Não consigo sabem o saldo e nem limite dos cartões. Péssima atualização,1,,,17/11/2025 18:57,,,25.9.5,negative,0.9356030821800232,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
178,613365711,John22555,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13409376677,Worst banking app.,1,,,17/11/2025 15:30,,,25.9.5,negative,0.9370306134223938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,613365711,Marcela leme,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13410755393,"Não sei de quem foi a ideia de atualizar, esta tudo fora de ordem, além de você se matar para conseguir achar uma função",2,,,17/11/2025 15:28,,,25.9.5,negative,0.8990111947059631,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180,613365711,JoÃ£o Victor R Rocha,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13410687062,"Desenhado com UX/UI de 10 anos atras. Leva muito tempo só para abrir o app. Tudo demora a ser carregado.
Uso porque gosto do banco. O aplicativo eu detesto.",1,,,17/11/2025 15:01,,,25.9.5,negative,0.9330257773399352,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
181,613365711,Helenaa125,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13409225073,Getting worse every day. Every day they add something to make it harder to log into the app. Their facial recognition system is garbage.,1,,,17/11/2025 14:45,,,25.9.5,negative,0.95833158493042,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
182,613365711,Samelliny,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13410579864,"É péssimo entrar no app e ficar visualizando informações, seria interessante vê as funcionalidades do app normal",2,,,17/11/2025 14:18,,,25.9.5,negative,0.8991129398345947,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
183,613365711,Willfvck,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13410273512,Não funciona,1,,,17/11/2025 12:21,,,25.9.5,negative,0.8501971364021301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184,613365711,llllllll77777777777,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13409901467,"App não abre…..botão de update não funciona 
Muito ruim",1,,,17/11/2025 10:14,,,25.9.5,negative,0.935878038406372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
185,613365711,Anderson.santos.m,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13409518616,"Sumiu tudo do lugar ficou cheio de imagens e locais desnecessários, antes era um aplicativo simples de layout e trazia agilidade no uso, agora está bem confuso e com muita informação que não é tão útil ao usuário.",2,,,17/11/2025 08:13,,,25.9.5,negative,0.9207355380058287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186,613365711,Ricardojohnny,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13406788090,"O aplicativo está muito ruim, não estou conseguindo nem mesmo acessar minha conta, não abri de jeito nenhum. Resolvam o problema por favor.",2,,,16/11/2025 14:31,,,25.9.5,negative,0.9092518091201782,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
187,613365711,MarianeGroninger,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13406629981,"Depois que o app atualizou, quase tudo mudou de lugar e há uma lógica na forma como o app foi construído. Ficou difícil de saber onde está cada coisa, pior atualização passível. A equipe falhou muito nesse novo design",1,,,16/11/2025 13:31,,,25.9.5,negative,0.9435032606124878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
188,613365711,JÃ©ssica Bueno,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13406367129,"Essa interface está muito ruim, zero interativa/intuitiva. Ninguém quer ficar lendo coisas no app do banco. Tem que ser clean e direto. Quero ver minhas faturas separadas por meses e não essa bagunça que está. A versão anterior era melhor, agora está pior que o Way.",2,,,16/11/2025 12:00,,,25.9.5,negative,0.9469622373580932,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
189,613365711,euthiago31_,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13406348692,"muito ruim, lento",1,,,16/11/2025 11:54,,,25.9.5,negative,0.9435052275657654,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
191,613365711,Dudsmvcruz,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13403161412,"Dando bug, não presta, tenta entrar fica falhando! Horrível! Vou mudar de banco só por conta disso!",1,,,15/11/2025 17:52,,,25.9.5,negative,0.9461326599121094,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
192,613365711,lipeliipe,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13403067583,Odiei essa atualização muito ruim fora isso fica difícil de entra no app demora pra carregar e as vezes buga e sair do aplicativo,1,,,15/11/2025 17:17,,,25.9.5,negative,0.9429826736450196,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
193,613365711,bh.marcelo,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13402869137,Aspas a última atualização não consigo mais realizar pagamentos via QR Code,3,,,15/11/2025 16:03,,,25.9.5,negative,0.8030036091804504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,613365711,pakistaoo,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13402836078,aplicativo demora a abrir e fica fechando sozinho muito difícil quando tenho que resolver algo rapido resolva isso,1,,,15/11/2025 15:50,,,25.9.5,negative,0.8815547823905945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
195,613365711,Henrikee,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13402477472,"Última atualização está fechando sozinho, travando pra entrar e muitas vezes fora do ar.",3,,,15/11/2025 13:34,,,25.9.5,negative,0.7593780159950256,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
196,613365711,Sammenezzes,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13402301332,Travando demais para abrir o app. Péssimo demora muitos pra conseguir entrar e ainda fecha sozinho.,1,,,15/11/2025 12:32,,,25.9.5,negative,0.93937087059021,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
198,613365711,csrpk,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13401379881,"Antes o app era feio mas era funcional. Agora tá feio e piorado. No extrato do cartão agora o físico e virtual aparecem segregados em cada aba, pra que isso???  Fizeram um SuperApp que de Super não tem nada, só mudaram ux/ii pra pior.",1,,,15/11/2025 07:58,,,25.9.5,negative,0.9339719414711,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
199,613365711,Theo1405,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13400989555,"Depois da atualização o app não abre e não consigo realizar pagamentos, me gerando muita dor de cabeça, esse app precisa de uma boa atualização para correção de bugs",3,,,15/11/2025 06:15,,,25.9.5,negative,0.9264472126960754,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
200,613365711,edtiercol,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13400791866,Pensa num app lixo que não presta simplesmente el não entra não abre mais fica carregando e nunca abre a conta …. Nota menos 0,1,,,15/11/2025 05:22,,,25.9.5,negative,0.93760883808136,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
201,613365711,Marcelolslima,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13400626881,Após a última atualização o leitor de código de barras ficou muito ruim,4,,,15/11/2025 04:35,,,25.9.5,negative,0.917125642299652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
203,613365711,keren0001,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13398930133,Simplesmente não entra,1,,,14/11/2025 17:51,,,25.9.5,negative,0.8923869729042053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,613365711,Marcio Balves,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13398888188,Terceira reclamação e esse app de merd* continua fechando automaticamente. Fechem esse banco,1,,,14/11/2025 17:36,,,25.9.5,negative,0.9438119530677797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,613365711,Reenasci,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13398237141,"Estou com dificuldades em acessar o APP pelo IPhone 14. Ele simplesmente não carrega as informações sem ter que habilitar o Face ID, coisa que nunca acontecia
antes. Já tentei reinstalar o APP e continua a mesma coisa…",1,,,14/11/2025 13:35,,,25.9.5,negative,0.8789656162261963,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
207,613365711,RomÃ£o.019,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13397970975,"Essa nova atualização ficou pior a parte do cartão de crédito. Estava boa como estava, porém agora não aparece as compras realizadas todos claras e detalhadas. Não gostei, só dificultou.",2,,,14/11/2025 12:00,,,25.9.5,negative,0.9278801083564758,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
208,613365711,K@1@$,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13397329772,"A tela de abertura demora muito pra chegar no que preciso
, até que abre aquela apresentação toda hora acaba que atrapalha",1,,,14/11/2025 08:38,,,25.9.5,negative,0.8542352318763733,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
209,613365711,aqqqesyvii no iccf,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13397093109,"Aplicando esta com muito instabilidade no Pix , direto para de funcionar",2,,,14/11/2025 07:32,,,25.9.5,negative,0.8927781581878662,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210,613365711,@lbss,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13397079251,"Toda vez que preciso usar tenho dor de cabeça . Fica carregando demora a funcionar. Não é falta de internet , não é aparelho antigo .",1,,,14/11/2025 07:28,,,25.9.5,negative,0.8117367029190063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
211,613365711,Bruno BBT,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13396605674,"Demora muito para abrir, fecha sozinho, lento durante utilização e novamente fecha sozinho.",1,,,14/11/2025 05:17,,,25.9.5,negative,0.7836007475852966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
212,613365711,AvaliaÃ§Ã£o ruim d,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13396530406,"O aplicativo está pessimo, faz umas 2/3 semanas que piorou de vez e não consigo nem abrir o banco dependendo do dia pq está dando erro, banco pessimo!",1,,,14/11/2025 04:56,,,25.9.5,negative,0.9496174454689026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
213,613365711,Hyago666,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13396406828,O app fica carregando infinitamente e não abre.,1,,,14/11/2025 04:20,,,25.9.5,negative,0.7485027313232422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,613365711,jeeh e fran,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13396338829,Depois que atualizou o App não carrega e fecha sozinho.,1,,,14/11/2025 03:59,,,25.9.5,negative,0.6407201290130615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
215,613365711,_Ana-,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13395102776,"Por que mudaram para pix a antecipação do pagamento da fatura? O que funcionava bem, agora ficou muito ruim!",5,,,13/11/2025 19:24,,,25.9.5,negative,0.9413657188415528,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
217,613365711,maiqie,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13394705215,"Instalei e quando vai abrir sai fora, depois da atualização ficou péssimo!",1,,,13/11/2025 16:47,,,25.9.5,negative,0.9310370087623596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
218,613365711,daniivo,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13393248891,O aplicativo foi lançado todo bugado pelo menos para iPhone não funciona…,1,,,13/11/2025 16:18,,,25.9.5,negative,0.836970865726471,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219,613365711,BeNekX,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13394450225,"Não consigo acessar minha  conta, aparece o mesmo erro: “tivemos um erro ao carregar os dados do seu perfil” aplicativo péssimo, banco ainda pior!",1,,,13/11/2025 15:07,,,25.9.5,negative,0.9382027983665466,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
220,613365711,Paulo Vitor Carneiro,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13394306628,Péssimo.,1,,,13/11/2025 14:11,,,25.9.5,negative,0.9389439821243286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221,613365711,brendahelenoliveira,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13393227320,O aplicativo sempre da erro e demora demais para entrar,1,,,13/11/2025 08:11,,,25.9.5,negative,0.8597188591957092,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
222,613365711,P-Râ€“V,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13392690794,"Após a atualização, o layout ficou muito mais bagunçado e menos intuitivo. Só para acessar a poupança, você tem que entrar em um menu que fica escondido e lá em baixo da lista. Na aba principal, onde supostamente fica as coisas que eu “mais uso”, tem somente coisas que nunca usei e nunca usarei. Concluindo, achei péssimo e contra intuitivo",1,,,13/11/2025 05:38,,,25.9.5,negative,0.9225687980651855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
224,613365711,Mtcfotc,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13392415975,"Pior app de banco que já vi, muito ruim!",1,,,13/11/2025 04:16,,,25.9.5,negative,0.9567349553108216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,613365711,Tento mas nÃ£o consigo,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13392404201,"Constantemente mudam a interface, quando a gente está se acostumando fica tudo diferente, o leitor de códigos de barras não funciona, tentei com quatro celulares diferentes, aí quando você vai digitar o código de barras sobre o teclado alfanumérico ao invés do só de números, no “menu rápido” só tentativa de vender produtos como empréstimo e planos de capitalização, sem opção de customizar, as funções de fato necessárias como “pagar”, ficam escondidas em um menu lateral como uma das últimas opções, estão de parabéns, fecham as agências físicas e dificultam o uso do aplicativo, se querem tanto assim perder clientes vão acabar conseguindo",1,,,13/11/2025 04:13,,,25.9.5,negative,0.7225748896598816,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
226,613365711,AllexBR,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13390398914,"Não funciona o face id direito, app e muito lento e pesado, travado.. interface ruim e layout ruim",1,,,12/11/2025 14:31,,,25.9.5,negative,0.9399080872535706,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
228,613365711,Marvipi,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13389902962,"Podem fazer 1000 melhorias mas sempre ta dando problemas! instalei o app em dois celulares meu para TENTAR pagar a minha conta e nem se quer abre a fatura, quando vai para a página de pagamento, fica carregando eternamente… tive que ligar na central para pegar o código que o app não serve nem para isso!",1,,,12/11/2025 11:30,,,25.9.5,negative,0.873773992061615,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
229,613365711,OttoManu,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13389047860,"Após a última atualização o aplicativo simplesmente não funciona mais, eu tento abrir e ele fecha sozinho, preciso ficar tentando umas 10 vezes pra mais pra conseguir finalmente abrir, estou desativando minha conta",1,,,12/11/2025 07:08,,,25.9.5,negative,0.8618326187133789,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
231,613365711,val.silva,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13388658091,Não consigo abrir fatura pra pagar e também não consigo abrir meus investimentos,1,,,12/11/2025 05:17,,,25.9.5,negative,0.6937741637229919,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
232,613365711,Filhor,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13387965148,"Não gera o cartão on-line, não chega o cartão físico, ninguém no atendimento sabe por que.. Ainda bem que o pix ainda está funcionando.",1,,,12/11/2025 01:16,,,25.9.5,negative,0.7592169642448425,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
233,613365711,onprr,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13387146042,"No iphone 7 quando esta abrindo logo fecha, nao sendo possivel utilizar ainda bem que nao tava usando como conta principal se nao tava ferrado, pfv corrigem",1,,,11/11/2025 19:11,,,25.9.5,negative,0.9161470532417296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
235,613365711,Piiham,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13387014630,Se você que ficar na mão esse é o aplicativo ideal. Pessimo! Na hora de fazer um pix demora 10 minutos para carregar. Lento em tudo que você utiliza. Burocrático demais.,1,,,11/11/2025 18:19,,,25.9.5,negative,0.943528413772583,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
236,613365711,Muito viciado,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13386945857,"O aplicativo era perfeito, mas resolveram atualizar o layout e funcionalidades do aplicativo. Não tem como piorar mais. 

Ficou mais difícil de achar as coisas, muito confuso, pouca informação , mais demorado para obter as informações e fazer o que tinha que fazer. 

Antes facilmente conseguíamos escolher pix ou algum pagamento com código de barra, ver fatura do cartão, valor investido, poupança e tudo mais. 

Agora simplesmente colocaram um ar mais atualizado que só piorou todas as funcionalidades, tudo o que vai mexer ficou pior, simplesmente não tem como ficar pior. 

Muito confuso a atualização 

Parabéns para quem teve a ideia. Ficou péssimo!",1,,,11/11/2025 17:52,,,25.9.5,negative,0.9082565307617188,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
238,613365711,Evandro Viva,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13386679658,Pior banco que já usei na vida,1,,,11/11/2025 16:09,,,25.9.5,negative,0.911211371421814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241,613365711,jaozoca,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13385958098,"é uma demora pra abrir o app, quando não reinicia e fecha a pagina antes mesmo de abrir. precisa ser ajustado urgentemente! fiquei mais de 15 minutos esperando abrir o app...",2,,,11/11/2025 11:46,,,25.9.3,negative,0.8912201523780823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
243,613365711,wesrffdg,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/613365711/ios/ratingsResponses?reviewId=13385206572,App bugando,3,,,11/11/2025 08:03,,,25.9.3,negative,0.8242432475090027,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
